reconstitution_date,tier,symbol,mcap_rank,avg_mcap_cr,weight_pct,in_liquid_top500
2019-01-31,NIFTY50_proxy,RELIANCE,1,720430.6,14.7819,True
2019-01-31,NIFTY50_proxy,HINDUNILVR,2,374538.7,7.6849,True
2019-01-31,NIFTY50_proxy,ITC,3,343274.9,7.0434,True
2019-01-31,NIFTY50_proxy,KOTAKBANK,4,236018.6,4.8427,True
2019-01-31,NIFTY50_proxy,ICICIBANK,5,234922.9,4.8202,True
2019-01-31,NIFTY50_proxy,LT,6,193822.0,3.9769,True
2019-01-31,NIFTY50_proxy,ONGC,7,186330.5,3.8232,True
2019-01-31,NIFTY50_proxy,COALINDIA,8,148293.5,3.0427,True
2019-01-31,NIFTY50_proxy,HCLTECH,9,139799.4,2.8684,True
2019-01-31,NIFTY50_proxy,IOC,10,129195.7,2.6509,True
2019-01-31,NIFTY50_proxy,ASIANPAINT,11,128119.0,2.6288,True
2019-01-31,NIFTY50_proxy,SUNPHARMA,12,104884.4,2.152,True
2019-01-31,NIFTY50_proxy,POWERGRID,13,99311.0,2.0377,True
2019-01-31,NIFTY50_proxy,BAJAJFINSV,14,95921.7,1.9681,True
2019-01-31,NIFTY50_proxy,M&M,15,87973.5,1.8051,True
2019-01-31,NIFTY50_proxy,TITAN,16,86078.4,1.7662,True
2019-01-31,NIFTY50_proxy,BAJAJ-AUTO,17,78371.2,1.608,True
2019-01-31,NIFTY50_proxy,GAIL,18,77320.2,1.5865,True
2019-01-31,NIFTY50_proxy,BRITANNIA,19,74869.9,1.5362,True
2019-01-31,NIFTY50_proxy,DABUR,20,74674.2,1.5322,True
2019-01-31,NIFTY50_proxy,VEDL,21,73240.9,1.5028,True
2019-01-31,NIFTY50_proxy,GODREJCP,22,72528.1,1.4881,True
2019-01-31,NIFTY50_proxy,BPCL,23,67825.4,1.3917,True
2019-01-31,NIFTY50_proxy,EICHERMOT,24,59518.9,1.2212,True
2019-01-31,NIFTY50_proxy,HEROMOTOCO,25,58848.8,1.2075,True
2019-01-31,NIFTY50_proxy,PIDILITIND,26,57997.8,1.19,True
2019-01-31,NIFTY50_proxy,TATASTEEL,27,57718.9,1.1843,True
2019-01-31,NIFTY50_proxy,GRASIM,28,53592.9,1.0996,True
2019-01-31,NIFTY50_proxy,HINDALCO,29,48137.0,0.9877,True
2019-01-31,NIFTY50_proxy,MARICO,30,47890.2,0.9826,True
2019-01-31,NIFTY50_proxy,HAVELLS,31,44043.5,0.9037,True
2019-01-31,NIFTY50_proxy,PEL,32,43352.6,0.8895,True
2019-01-31,NIFTY50_proxy,DRREDDY,33,42944.6,0.8811,True
2019-01-31,NIFTY50_proxy,CIPLA,34,41672.9,0.8551,True
2019-01-31,NIFTY50_proxy,INDIGO,35,40811.6,0.8374,True
2019-01-31,NIFTY50_proxy,ZEEL,36,38797.4,0.7961,True
2019-01-31,NIFTY50_proxy,LUPIN,37,38503.4,0.79,True
2019-01-31,NIFTY50_proxy,SIEMENS,38,36484.0,0.7486,True
2019-01-31,NIFTY50_proxy,CONCOR,39,32634.0,0.6696,True
2019-01-31,NIFTY50_proxy,DLF,40,31603.0,0.6484,True
2019-01-31,NIFTY50_proxy,GSKCONS,41,31355.8,0.6434,True
2019-01-31,NIFTY50_proxy,NMDC,42,30198.0,0.6196,True
2019-01-31,NIFTY50_proxy,TORNTPHARM,43,30111.4,0.6178,True
2019-01-31,NIFTY50_proxy,HDFCAMC,44,29644.9,0.6083,True
2019-01-31,NIFTY50_proxy,ASHOKLEY,45,28870.1,0.5924,True
2019-01-31,NIFTY50_proxy,MRF,46,28110.3,0.5768,True
2019-01-31,NIFTY50_proxy,HAL,47,25986.1,0.5332,False
2019-01-31,NIFTY50_proxy,GLAXO,48,23806.8,0.4885,True
2019-01-31,NIFTY50_proxy,SAIL,49,21741.3,0.4461,True
2019-01-31,NIFTY50_proxy,BEL,50,21603.7,0.4433,True
2019-07-31,NIFTY50_proxy,RELIANCE,1,524368.9,10.039,True
2019-07-31,NIFTY50_proxy,HDFCBANK,2,474461.7,9.0836,True
2019-07-31,NIFTY50_proxy,ITC,3,348572.2,6.6734,True
2019-07-31,NIFTY50_proxy,HDFC,4,347445.0,6.6518,True
2019-07-31,NIFTY50_proxy,INFY,5,296710.1,5.6805,True
2019-07-31,NIFTY50_proxy,ICICIBANK,6,264174.7,5.0576,True
2019-07-31,NIFTY50_proxy,TCS,7,227479.5,4.3551,True
2019-07-31,NIFTY50_proxy,HINDUNILVR,8,207957.9,3.9814,True
2019-07-31,NIFTY50_proxy,KOTAKBANK,9,206730.5,3.9579,True
2019-07-31,NIFTY50_proxy,LT,10,196854.5,3.7688,True
2019-07-31,NIFTY50_proxy,AXISBANK,11,161923.2,3.1,True
2019-07-31,NIFTY50_proxy,SBIN,12,128305.9,2.4564,True
2019-07-31,NIFTY50_proxy,ONGC,13,112561.2,2.155,True
2019-07-31,NIFTY50_proxy,ASIANPAINT,14,87863.9,1.6822,True
2019-07-31,NIFTY50_proxy,HCLTECH,15,87700.7,1.679,True
2019-07-31,NIFTY50_proxy,COALINDIA,16,76191.1,1.4587,True
2019-07-31,NIFTY50_proxy,IOC,17,73551.8,1.4081,True
2019-07-31,NIFTY50_proxy,BAJAJFINSV,18,68188.4,1.3055,True
2019-07-31,NIFTY50_proxy,SUNPHARMA,19,66318.3,1.2697,True
2019-07-31,NIFTY50_proxy,M&M,20,66183.8,1.2671,True
2019-07-31,NIFTY50_proxy,TITAN,21,65938.9,1.2624,True
2019-07-31,NIFTY50_proxy,POWERGRID,22,63333.5,1.2125,True
2019-07-31,NIFTY50_proxy,BAJAJ-AUTO,23,54339.9,1.0403,True
2019-07-31,NIFTY50_proxy,TECHM,24,50424.5,0.9654,True
2019-07-31,NIFTY50_proxy,GAIL,25,48344.7,0.9256,True
2019-07-31,NIFTY50_proxy,ULTRACEMCO,26,47536.8,0.9101,True
2019-07-31,NIFTY50_proxy,BRITANNIA,27,46957.6,0.899,True
2019-07-31,NIFTY50_proxy,BPCL,28,46129.7,0.8832,True
2019-07-31,NIFTY50_proxy,JSWSTEEL,29,45660.2,0.8742,True
2019-07-31,NIFTY50_proxy,TATASTEEL,30,45081.7,0.8631,True
2019-07-31,NIFTY50_proxy,WIPRO,31,44409.6,0.8502,True
2019-07-31,NIFTY50_proxy,VEDL,32,41608.9,0.7966,True
2019-07-31,NIFTY50_proxy,HEROMOTOCO,33,40579.5,0.7769,True
2019-07-31,NIFTY50_proxy,DABUR,34,40521.5,0.7758,True
2019-07-31,NIFTY50_proxy,GRASIM,35,40062.7,0.767,True
2019-07-31,NIFTY50_proxy,GODREJCP,36,39654.6,0.7592,True
2019-07-31,NIFTY50_proxy,EICHERMOT,37,37130.6,0.7109,True
2019-07-31,NIFTY50_proxy,DRREDDY,38,36651.8,0.7017,True
2019-07-31,NIFTY50_proxy,UPL,39,34899.0,0.6681,True
2019-07-31,NIFTY50_proxy,HINDALCO,40,34388.4,0.6584,True
2019-07-31,NIFTY50_proxy,CIPLA,41,33047.7,0.6327,True
2019-07-31,NIFTY50_proxy,HINDZINC,42,32541.8,0.623,True
2019-07-31,NIFTY50_proxy,PIDILITIND,43,31964.9,0.612,True
2019-07-31,NIFTY50_proxy,ADANIPORTS,44,31636.5,0.6057,True
2019-07-31,NIFTY50_proxy,PEL,45,30785.4,0.5894,True
2019-07-31,NIFTY50_proxy,ZEEL,46,28570.8,0.547,True
2019-07-31,NIFTY50_proxy,HAVELLS,47,27731.0,0.5309,True
2019-07-31,NIFTY50_proxy,MARICO,48,27445.5,0.5254,True
2019-07-31,NIFTY50_proxy,RBLBANK,49,26484.3,0.507,True
2019-07-31,NIFTY50_proxy,SHREECEM,50,25890.6,0.4957,True
2020-01-31,NIFTY50_proxy,HDFCBANK,1,488077.2,10.4136,True
2020-01-31,NIFTY50_proxy,RELIANCE,2,424034.6,9.0472,True
2020-01-31,NIFTY50_proxy,HDFC,3,376078.8,8.024,True
2020-01-31,NIFTY50_proxy,ICICIBANK,4,344700.6,7.3545,True
2020-01-31,NIFTY50_proxy,ITC,5,300954.9,6.4211,True
2020-01-31,NIFTY50_proxy,INFY,6,283816.4,6.0555,True
2020-01-31,NIFTY50_proxy,TCS,7,225265.1,4.8062,True
2020-01-31,NIFTY50_proxy,KOTAKBANK,8,210231.4,4.4855,True
2020-01-31,NIFTY50_proxy,LT,9,190958.0,4.0743,True
2020-01-31,NIFTY50_proxy,AXISBANK,10,151721.1,3.2371,True
2020-01-31,NIFTY50_proxy,HINDUNILVR,11,140591.8,2.9997,True
2020-01-31,NIFTY50_proxy,SBIN,12,114116.2,2.4348,True
2020-01-31,NIFTY50_proxy,ASIANPAINT,13,77794.1,1.6598,True
2020-01-31,NIFTY50_proxy,INDUSINDBK,14,75597.1,1.6129,True
2020-01-31,NIFTY50_proxy,HCLTECH,15,60952.3,1.3005,True
2020-01-31,NIFTY50_proxy,ONGC,16,60558.3,1.2921,True
2020-01-31,NIFTY50_proxy,IOC,17,59585.1,1.2713,True
2020-01-31,NIFTY50_proxy,BAJAJFINSV,18,53073.4,1.1324,True
2020-01-31,NIFTY50_proxy,M&M,19,52370.0,1.1174,True
2020-01-31,NIFTY50_proxy,TITAN,20,49339.7,1.0527,True
2020-01-31,NIFTY50_proxy,SUNPHARMA,21,46606.3,0.9944,True
2020-01-31,NIFTY50_proxy,POWERGRID,22,45913.3,0.9796,True
2020-01-31,NIFTY50_proxy,ULTRACEMCO,23,44585.7,0.9513,True
2020-01-31,NIFTY50_proxy,BPCL,24,42062.1,0.8974,True
2020-01-31,NIFTY50_proxy,TECHM,25,41943.2,0.8949,True
2020-01-31,NIFTY50_proxy,BAJAJ-AUTO,26,40745.0,0.8693,True
2020-01-31,NIFTY50_proxy,WIPRO,27,38820.0,0.8283,True
2020-01-31,NIFTY50_proxy,COALINDIA,28,37367.7,0.7973,True
2020-01-31,NIFTY50_proxy,BRITANNIA,29,35279.8,0.7527,True
2020-01-31,NIFTY50_proxy,DRREDDY,30,33926.5,0.7239,True
2020-01-31,NIFTY50_proxy,JSWSTEEL,31,33556.5,0.716,True
2020-01-31,NIFTY50_proxy,HEROMOTOCO,32,33164.5,0.7076,True
2020-01-31,NIFTY50_proxy,TATASTEEL,33,31311.4,0.6681,True
2020-01-31,NIFTY50_proxy,UPL,34,31280.8,0.6674,True
2020-01-31,NIFTY50_proxy,HINDZINC,35,31201.8,0.6657,True
2020-01-31,NIFTY50_proxy,ADANIPORTS,36,29592.4,0.6314,True
2020-01-31,NIFTY50_proxy,GRASIM,37,29345.1,0.6261,True
2020-01-31,NIFTY50_proxy,HINDALCO,38,28423.6,0.6064,True
2020-01-31,NIFTY50_proxy,VEDL,39,27282.0,0.5821,True
2020-01-31,NIFTY50_proxy,EICHERMOT,40,27245.5,0.5813,True
2020-01-31,NIFTY50_proxy,GAIL,41,27062.4,0.5774,True
2020-01-31,NIFTY50_proxy,DABUR,42,25931.3,0.5533,True
2020-01-31,NIFTY50_proxy,GODREJCP,43,25671.9,0.5477,True
2020-01-31,NIFTY50_proxy,SHREECEM,44,25418.5,0.5423,True
2020-01-31,NIFTY50_proxy,TATAMTRDVR,45,25224.7,0.5382,True
2020-01-31,NIFTY50_proxy,CIPLA,46,23703.4,0.5057,True
2020-01-31,NIFTY50_proxy,DMART,47,21954.4,0.4684,True
2020-01-31,NIFTY50_proxy,ZEEL,48,21638.6,0.4617,True
2020-01-31,NIFTY50_proxy,PIDILITIND,49,20883.2,0.4456,True
2020-01-31,NIFTY50_proxy,PETRONET,50,19980.4,0.4263,True
2020-07-31,NIFTY50_proxy,RELIANCE,1,443348.9,10.4399,True
2020-07-31,NIFTY50_proxy,HDFCBANK,2,413593.8,9.7392,True
2020-07-31,NIFTY50_proxy,HDFC,3,318019.3,7.4887,True
2020-07-31,NIFTY50_proxy,ICICIBANK,4,274134.5,6.4553,True
2020-07-31,NIFTY50_proxy,INFY,5,268469.4,6.3219,True
2020-07-31,NIFTY50_proxy,ITC,6,229597.9,5.4065,True
2020-07-31,NIFTY50_proxy,TCS,7,210426.6,4.9551,True
2020-07-31,NIFTY50_proxy,KOTAKBANK,8,183533.3,4.3218,True
2020-07-31,NIFTY50_proxy,HINDUNILVR,9,167816.5,3.9517,True
2020-07-31,NIFTY50_proxy,LT,10,135673.7,3.1948,True
2020-07-31,NIFTY50_proxy,BHARTIARTL,11,113296.7,2.6679,True
2020-07-31,NIFTY50_proxy,AXISBANK,12,103943.8,2.4476,True
2020-07-31,NIFTY50_proxy,SBIN,13,82740.8,1.9484,True
2020-07-31,NIFTY50_proxy,ASIANPAINT,14,77419.1,1.8231,True
2020-07-31,NIFTY50_proxy,MARUTI,15,75796.1,1.7848,True
2020-07-31,NIFTY50_proxy,HCLTECH,16,59102.9,1.3917,True
2020-07-31,NIFTY50_proxy,SUNPHARMA,17,48282.3,1.1369,True
2020-07-31,NIFTY50_proxy,NTPC,18,44955.9,1.0586,True
2020-07-31,NIFTY50_proxy,DRREDDY,19,44174.2,1.0402,True
2020-07-31,NIFTY50_proxy,TITAN,20,42585.6,1.0028,True
2020-07-31,NIFTY50_proxy,POWERGRID,21,42201.7,0.9938,True
2020-07-31,NIFTY50_proxy,ULTRACEMCO,22,42173.6,0.9931,True
2020-07-31,NIFTY50_proxy,M&M,23,40770.8,0.9601,True
2020-07-31,NIFTY50_proxy,IOC,24,40041.0,0.9429,True
2020-07-31,NIFTY50_proxy,ONGC,25,39824.6,0.9378,True
2020-07-31,NIFTY50_proxy,BAJAJFINSV,26,39132.1,0.9215,True
2020-07-31,NIFTY50_proxy,BRITANNIA,27,37793.5,0.89,True
2020-07-31,NIFTY50_proxy,INDUSINDBK,28,36488.5,0.8592,True
2020-07-31,NIFTY50_proxy,BAJAJ-AUTO,29,36055.5,0.849,True
2020-07-31,NIFTY50_proxy,BPCL,30,35120.5,0.827,True
2020-07-31,NIFTY50_proxy,DMART,31,34253.5,0.8066,True
2020-07-31,NIFTY50_proxy,TECHM,32,34190.0,0.8051,True
2020-07-31,NIFTY50_proxy,WIPRO,33,32992.0,0.7769,True
2020-07-31,NIFTY50_proxy,COALINDIA,34,29217.1,0.688,True
2020-07-31,NIFTY50_proxy,HEROMOTOCO,35,28972.2,0.6822,True
2020-07-31,NIFTY50_proxy,CIPLA,36,28249.7,0.6652,True
2020-07-31,NIFTY50_proxy,JSWSTEEL,37,27444.8,0.6463,True
2020-07-31,NIFTY50_proxy,SHREECEM,38,27418.4,0.6456,True
2020-07-31,NIFTY50_proxy,DABUR,39,26710.4,0.629,True
2020-07-31,NIFTY50_proxy,HINDZINC,40,26092.2,0.6144,True
2020-07-31,NIFTY50_proxy,TATASTEEL,41,25337.7,0.5966,True
2020-07-31,NIFTY50_proxy,ADANIPORTS,42,24400.0,0.5746,True
2020-07-31,NIFTY50_proxy,UPL,43,23491.8,0.5532,True
2020-07-31,NIFTY50_proxy,GRASIM,44,23285.5,0.5483,True
2020-07-31,NIFTY50_proxy,EICHERMOT,45,23204.6,0.5464,True
2020-07-31,NIFTY50_proxy,GODREJCP,46,22720.3,0.535,True
2020-07-31,NIFTY50_proxy,PIDILITIND,47,21764.9,0.5125,True
2020-07-31,NIFTY50_proxy,GAIL,48,20832.6,0.4906,True
2020-07-31,NIFTY50_proxy,HINDALCO,49,20557.3,0.4841,True
2020-07-31,NIFTY50_proxy,LUPIN,50,19030.0,0.4481,True
2021-01-31,NIFTY50_proxy,RELIANCE,1,649734.7,12.0446,True
2021-01-31,NIFTY50_proxy,HDFCBANK,2,509614.4,9.4471,True
2021-01-31,NIFTY50_proxy,INFY,3,407268.5,7.5498,True
2021-01-31,NIFTY50_proxy,HDFC,4,365992.5,6.7847,True
2021-01-31,NIFTY50_proxy,ICICIBANK,5,324083.6,6.0078,True
2021-01-31,NIFTY50_proxy,TCS,6,279927.2,5.1892,True
2021-01-31,NIFTY50_proxy,ITC,7,234755.1,4.3518,True
2021-01-31,NIFTY50_proxy,KOTAKBANK,8,227144.0,4.2107,True
2021-01-31,NIFTY50_proxy,HINDUNILVR,9,182913.4,3.3908,True
2021-01-31,NIFTY50_proxy,LT,10,149838.3,2.7777,True
2021-01-31,NIFTY50_proxy,AXISBANK,11,128718.4,2.3862,True
2021-01-31,NIFTY50_proxy,BHARTIARTL,12,114352.6,2.1198,True
2021-01-31,NIFTY50_proxy,BAJFINANCE,13,111354.0,2.0643,True
2021-01-31,NIFTY50_proxy,ASIANPAINT,14,100499.2,1.863,True
2021-01-31,NIFTY50_proxy,MARUTI,15,94709.9,1.7557,True
2021-01-31,NIFTY50_proxy,SBIN,16,90206.0,1.6722,True
2021-01-31,NIFTY50_proxy,HCLTECH,17,90019.8,1.6688,True
2021-01-31,NIFTY50_proxy,M&M,18,59579.7,1.1045,True
2021-01-31,NIFTY50_proxy,DRREDDY,19,59417.9,1.1015,True
2021-01-31,NIFTY50_proxy,SUNPHARMA,20,58088.5,1.0768,True
2021-01-31,NIFTY50_proxy,TITAN,21,54003.4,1.0011,True
2021-01-31,NIFTY50_proxy,ULTRACEMCO,22,53194.5,0.9861,True
2021-01-31,NIFTY50_proxy,WIPRO,23,50892.3,0.9434,True
2021-01-31,NIFTY50_proxy,TECHM,24,47539.7,0.8813,True
2021-01-31,NIFTY50_proxy,POWERGRID,25,46163.1,0.8558,True
2021-01-31,NIFTY50_proxy,BAJAJFINSV,26,45152.5,0.837,True
2021-01-31,NIFTY50_proxy,NTPC,27,44903.6,0.8324,True
2021-01-31,NIFTY50_proxy,JSWSTEEL,28,43611.4,0.8085,True
2021-01-31,NIFTY50_proxy,BRITANNIA,29,43610.4,0.8084,True
2021-01-31,NIFTY50_proxy,DIVISLAB,30,43126.8,0.7995,True
2021-01-31,NIFTY50_proxy,INDUSINDBK,31,42481.8,0.7875,True
2021-01-31,NIFTY50_proxy,BAJAJ-AUTO,32,42420.1,0.7864,True
2021-01-31,NIFTY50_proxy,ONGC,33,40088.6,0.7432,True
2021-01-31,NIFTY50_proxy,HEROMOTOCO,34,39884.4,0.7394,True
2021-01-31,NIFTY50_proxy,CIPLA,35,39478.4,0.7318,True
2021-01-31,NIFTY50_proxy,IOC,36,38154.2,0.7073,True
2021-01-31,NIFTY50_proxy,DMART,37,37769.8,0.7002,True
2021-01-31,NIFTY50_proxy,TATASTEEL,38,36890.4,0.6839,True
2021-01-31,NIFTY50_proxy,BPCL,39,35858.1,0.6647,True
2021-01-31,NIFTY50_proxy,HINDZINC,40,34540.8,0.6403,True
2021-01-31,NIFTY50_proxy,EICHERMOT,41,32645.7,0.6052,True
2021-01-31,NIFTY50_proxy,GRASIM,42,31543.1,0.5847,True
2021-01-31,NIFTY50_proxy,BANDHANBNK,43,30352.1,0.5627,True
2021-01-31,NIFTY50_proxy,HINDALCO,44,29884.7,0.554,True
2021-01-31,NIFTY50_proxy,SHREECEM,45,29804.1,0.5525,True
2021-01-31,NIFTY50_proxy,ADANIPORTS,46,29800.1,0.5524,True
2021-01-31,NIFTY50_proxy,NAUKRI,47,29566.2,0.5481,True
2021-01-31,NIFTY50_proxy,DABUR,48,29069.5,0.5389,True
2021-01-31,NIFTY50_proxy,TATACONSUM,49,26971.8,0.5,True
2021-01-31,NIFTY50_proxy,COALINDIA,50,26776.2,0.4964,True
